 62  903.118248 1.051E-29 2.823E-04.05300.068 2230.57470.64-.001800    0 0 0 2 1A1    0 1 0 0 1E    10F2  6        11F1 11     334332534338 7 1 7   126.0  138.0
 62  916.941068 3.549E-29 3.711E-04.05000.070 2114.95170.64-.001800    0 0 0 2 1A1    0 1 0 0 1E     9A2  2        10A1  4     434332534338 7 1 7   190.0  210.0
 62  917.707066 1.042E-29 1.824E-04.05300.070 2115.51950.64-.001800    0 0 0 2 1A1    0 1 0 0 1E     9F1  6        10F2 11     334332534338 7 1 7   114.0  126.0
 62  918.454828 2.546E-29 2.679E-04.05000.070 2115.58350.64-.001800    0 0 0 2 1A1    0 1 0 0 1E     9A1  2        10A2  4     334332534338 7 1 7   190.0  210.0
 62  925.117550 1.275E-29 9.353E-05.05300.073 2015.55940.65-.001800    0 0 0 2 1A1    0 1 0 0 1E     8A1  2         9A2  4     134332534338 7 1 7   170.0  190.0
 62  925.545205 1.720E-29 8.685E-05.05300.074 1912.79380.69-.001800    0 0 0 2 1F2    0 1 0 0 1E     7A2  1         8A1  3     334332534338 7 1 7   150.0  170.0
 62  927.508365 1.250E-29 1.536E-04.05600.073 2015.59530.65-.001800    0 0 0 2 1A1    0 1 0 0 1E     8F2  6         9F1 11     334332534338 7 1 7   102.0  114.0
 62  930.884133 2.102E-29 2.530E-04.05600.073 2009.83060.65-.001800    0 0 0 2 1A1    0 1 0 0 1E     8F2  5         9F1 10     334332534338 7 1 7   102.0  114.0
 62  931.849029 1.500E-29 1.812E-04.05600.073 2010.18100.65-.001800    0 0 0 2 1A1    0 1 0 0 1E     8F1  5         9F2 10     334332534338 7 1 7   102.0  114.0
 62  941.622590 2.725E-29 1.469E-04.05300.074 1919.28060.69-.001800    0 0 0 2 1A1    0 1 0 0 1E     7A2  2         8A1  4     334332534338 7 1 7   150.0  170.0
 62  942.826564 1.316E-29 1.002E-04.05300.073 2015.55940.65-.001800    0 0 0 2 1E     0 1 0 0 1E     8A1  3         9A2  4     334332534338 7 1 7   170.0  190.0
 62  942.865050 1.102E-29 7.372E-05.06200.075 1828.68050.70-.001800    0 0 0 2 1F2    0 1 0 0 1E     6F1  2         7F2  6     434332534338 7 1 7    78.0   90.0
 62  943.520311 1.242E-29 8.320E-05.06200.075 1828.68970.70-.001800    0 0 0 2 1F2    0 1 0 0 1E     6F2  2         7F1  7     434332534338 7 1 7    78.0   90.0
 62  944.058736 1.215E-29 1.075E-04.05600.074 1915.24010.69-.001800    0 0 0 2 1A1    0 1 0 0 1E     7F2  4         8F1  9     134332534338 7 1 7    90.0  102.0
 62  944.173284 1.845E-29 1.631E-04.05600.074 1914.94810.69-.001800    0 0 0 2 1A1    0 1 0 0 1E     7F1  4         8F2  9     334332534338 7 1 7    90.0  102.0
 62  944.747252 1.799E-29 2.390E-04.05000.074 1915.04090.69-.001800    0 0 0 2 1A1    0 1 0 0 1E     7E  3          8E   6     334332534338 7 1 7    60.0   68.0
 62  944.933484 1.200E-29 1.059E-04.05600.074 1914.18790.69-.001800    0 0 0 2 1A1    0 1 0 0 1E     7F1  4         8F2  8     334332534338 7 1 7    90.0  102.0
 62  947.212374 1.044E-29 3.279E-04.04900.067 2367.45580.63-.001800    0 0 0 2 1F2    0 1 0 0 1E    11A1  3        12A2  5     334332534338 7 1 7   230.0  250.0
 62  954.820846 1.055E-29 7.411E-05.06200.075 1833.66480.70-.001900    0 0 0 2 1A1    0 1 0 0 1E     6F2  4         7F1  9     334332534338 7 1 7    78.0   90.0
 62  957.058906 3.449E-29 1.440E-04.05900.075 1830.77190.70-.001900    0 0 0 2 1A1    0 1 0 0 1E     6A2  1         7A1  3     134332534338 7 1 7   130.0  150.0
 62  957.153932 1.322E-29 9.194E-05.06200.075 1830.63420.70-.001900    0 0 0 2 1A1    0 1 0 0 1E     6F2  3         7F1  8     134332534338 7 1 7    78.0   90.0
 62  957.378479 1.277E-29 8.679E-05.05300.073 2008.97710.65-.001900    0 0 0 2 1F2    0 1 0 0 1E     9A2  1         9A1  3     334332534338 7 1 7   190.0  190.0
 62  957.470136 7.276E-29 3.029E-04.05900.075 1830.01310.70-.001900    0 0 0 2 1A1    0 1 0 0 1E     6A1  2         7A2  3     334332534338 7 1 7   130.0  150.0
 62  957.489250 2.353E-29 1.636E-04.06200.075 1830.48130.70-.001900    0 0 0 2 1A1    0 1 0 0 1E     6F1  4         7F2  8     334332534338 7 1 7    78.0   90.0
 62  957.851446 1.116E-29 7.772E-05.06200.075 1830.63420.70-.001900    0 0 0 2 1A1    0 1 0 0 1E     6F2  4         7F1  8     334332534338 7 1 7    78.0   90.0
 62  960.136463 1.921E-29 6.599E-05.05900.078 1754.98880.70-.001900    0 0 0 2 1F2    0 1 0 0 1E     5A1  1         6A2  2     334332534338 7 1 7   110.0  130.0
 62  960.914056 1.295E-29 7.427E-05.06200.078 1755.01990.70-.001900    0 0 0 2 1F2    0 1 0 0 1E     5F1  2         6F2  6     434332534338 7 1 7    66.0   78.0
 62  967.632989 1.718E-29 8.431E-05.05300.074 1914.80730.69-.001900    0 0 0 2 1F2    0 1 0 0 1E     8A1  1         8A2  3     334332534338 7 1 7   170.0  170.0
